Index,Full Name,FirstName,LastName,MasterFirst,MasterLast,
1666,Elisha STOTT,Elisha,STOTT,ELISHA,STOTT,
1667,Ivan STRETOVICH,Ivan,STRETOVICH,IVAN,STRETOVICH,
1668,Brendan STROM,Brendan,STROM,BRENDAN,STROM,
1669,Weide SU,Weide,SU,WEIDE,SU,
1670,Muhammad Syakir Aiman SUBRI,Muhammad Syakir Aiman,SUBRI,MUHAMMAD SYAKIR AIMAN,SUBRI,
1671,Sebastian SUE,Sebastian,SUE,SEBASTIAN,SUE,
1672,SebastiÃ¡n AndrÃ©s SUE DOMÃNGUEZ,SebastiÃ¡n AndrÃ©s,SUE DOMÃNGUEZ,SEBASTIAN,SUE,
1673,Aiko SUGIHARA,Aiko,SUGIHARA,AIKO,SUGIHARA,
1674,Kaito SUGIMOTO,Kaito,SUGIMOTO,KAITO,SUGIMOTO,
1675,Takaaki SUGINO,Takaaki,SUGINO,TAKAAKI,SUGINO,
1676,Sara SULEKIC,Sara,SULEKIC,SARA,SULEKIC,
1677,Ashlee SULLIVAN,Ashlee,SULLIVAN,ASHLEE,SULLIVAN,
1678,Tiana SUMANASEKERA,Tiana,SUMANASEKERA,TIANA,SUMANASEKERA,
1679,Wei SUN,Wei,SUN,WEI,SUN,
1680,Xinyi SUN,Xinyi,SUN,XINYI,SUN,
1681,Blake SUN,Blake,SUN,BLAKE,SUN,
1682,William SUNDELL,William,SUNDELL,WILLIAM,SUNDELL,
1683,Bohdan SUPRUN,Bohdan,SUPRUN,BOHDAN,SUPRUN,
1684,Tikumporn SURINTORNTA,Tikumporn,SURINTORNTA,TIKUMPORN,SURINTORNTA,
1685,Sara SURMANOVA,Sara,SURMANOVA,SARA,SURMANOVA,
1686,Jamie Leigh SURTEES,Jamie Leigh,SURTEES,JAMIE LEIGH,SURTEES,
1687,Agnes SUTO,Agnes,SUTO,AGNES,SUTO,
1688,Atipat SUWASERM,Atipat,SUWASERM,ATIPAT,SUWASERM,
1689,Ryan SWATSCHENO,Ryan,SWATSCHENO,RYAN,SWATSCHENO,
1690,Mykola SYNIUKHIN,Mykola,SYNIUKHIN,MYKOLA,SYNIUKHIN,
1691,Niklas SYVERHUSET,Niklas,SYVERHUSET,NIKLAS,SYVERHUSET,
1692,Rafael SZABO,Rafael,SZABO,RAFAEL,SZABO,
1693,Zoja SZEKELY,Zoja,SZEKELY,ZOJA,SZEKELY,
1694,Nikolett SZILAGYI,Nikolett,SZILAGYI,NIKOLETT,SZILAGYI,
1695,Hanna SZUJO,Hanna,SZUJO,HANNA,SZUJO,
1696,Yinga TA,Yinga,TA,YINGA,TA,
1697,Juliane TÃ˜SSEBRO,Juliane,TÃ˜SSEBRO,JULIANE,TOESSEBRO,
1698,Shiga TACHIBANA,Shiga,TACHIBANA,SHIGA,TACHIBANA,
1699,KitazonoÂ  TAKERU,KitazonoÂ ,TAKERU,TAKERU,KITAZONO,
1700,Shraddha TALEKAR,Shraddha,TALEKAR,SHRADDHA,TALEKAR,
1701,Nancy TAMAN,Nancy,TAMAN,NANCY,TAMAN,
1702,Kenji TAMANE,Kenji,TAMANE,KENJI,TAMANE,
1703,Saif TAMBOLI,Saif,TAMBOLI,SAIF,TAMBOLI,
1704,Dominic TAMSEL,Dominic,TAMSEL,DOMINIC,TAMSEL,
1705,Dominic Daniel TAMSEL,Dominic Daniel,TAMSEL,DOMINIC,TAMSEL,
1706,Sze En TAN,Sze En,TAN,SZE EN,TAN,
1707,Soichiro TANABE,Soichiro,TANABE,SOICHIRO,TANABE,
1708,Xijing TANG,Xijing,TANG,XIJING,TANG,
1709,Chia Hung TANG,Chia Hung,TANG,CHIA-HUNG,TANG,
1710,Chia-Hung TANG,Chia-Hung,TANG,CHIA-HUNG,TANG,
1711,Kakeru TANIGAWA,Kakeru,TANIGAWA,KAKERU,TANIGAWA,
1712,Wataru TANIGAWA,Wataru,TANIGAWA,WATARU,TANIGAWA,
1713,David TANNER,David,TANNER,DAVID,TANNER,
1714,Derin TANRIYASÃœKÃœR,Derin,TANRIYASÃœKÃœR,DERIN,TANRIYASUKUR,
1715,Derin TANRIYASUKUR,Derin,TANRIYASUKUR,DERIN,TANRIYASUKUR,
1716,Kaia TANSKANEN,Kaia,TANSKANEN,KAIA,TANSKANEN,
1717,Antonios TANTALIDIS,Antonios,TANTALIDIS,ANTONIOS,TANTALIDIS,
1718,Alex TAPANES,Alex,TAPANES,ALEX,TAPANES,
1719,Nicholas TARCA,Nicholas,TARCA,NICHOLAS,TARCA,
1720,Bilge TARHAN,Bilge,TARHAN,BILGE,TARHAN,
1721,Bora TARHAN,Bora,TARHAN,BORA,TARHAN,
1722,Wei An Terry TAY,Wei An Terry,TAY,WEI AN TERRY,TAY,
1723,Logan TEAL,Logan,TEAL,LOGAN,TEAL,
1724,Wout TEILLERS,Wout,TEILLERS,WOUT,TEILLERS,
1725,Wout Johan Alexander TEILLERS,Wout Johan Alexander,TEILLERS,WOUT,TEILLERS,
1726,Akhrorkhon TEMIRKHONOV,Akhrorkhon,TEMIRKHONOV,AKHRORKHON,TEMIRKHONOV,
1727,Nazanin TEYMUROVA,Nazanin,TEYMUROVA,NAZANIN,TEYMUROVA,
1728,Parker THACKSTON,Parker,THACKSTON,PARKER,THACKSTON,
1729,Ethan THOMAS,Ethan,THOMAS,ETHAN,THOMAS,
1730,Jonas THORISSON,Jonas,THORISSON,JONAS INGI,THORISSON,
1731,Jonas Ingi THORISSON,Jonas Ingi,THORISSON,JONAS INGI,THORISSON,
1732,Keira THORNTON,Keira,THORNTON,KEIRA,THORNTON,
1733,Heath THORPE,Heath,THORPE,HEATH,THORPE,
1734,Eythora THORSDOTTIR,Eythora,THORSDOTTIR,EYTHORA,THORSDOTTIR,
1735,Hao TIAN,Hao,TIAN,HAO,TIAN,
1736,Ivan TIKHONOV,Ivan,TIKHONOV,IVAN,TIKHONOV,
1737,Jan Gwynn TIMBANG,Jan Gwynn,TIMBANG,JAN GWYNN,TIMBANG,
1738,Jann Gwynn TIMBANG,Jann Gwynn,TIMBANG,JAN GWYNN,TIMBANG,
1739,Hua TING,Hua,TING,HUA-TIEN,TING,
1740,Hua Tien TING,Hua Tien,TING,HUA-TIEN,TING,
1741,Hua-Tien TING,Hua-Tien,TING,HUA-TIEN,TING,
1742,Pavel TITOV,Pavel,TITOV,PAVEL,TITOV,
1743,Andreas TOBA,Andreas,TOBA,ANDREAS,TOBA,
1744,Adam TOBIN,Adam,TOBIN,ADAM,TOBIN,
1745,Emily TODD,Emily,TODD,EMILY,TODD,
1746,Juliane TOESSEBRO,Juliane,TOESSEBRO,JULIANE,TOESSEBRO,
1747,Alisher TOIBAZAROV,Alisher,TOIBAZAROV,ALISHER,TOIBAZAROV,
1748,Diyas TOISHYBEK,Diyas,TOISHYBEK,DIYAS,TOISHYBEK,
1749,Ylea TOLLET,Ylea,TOLLET,YLEA,TOLLET,
1750,Benedek TOMCSANYI,Benedek,TOMCSANYI,BENEDEK,TOMCSANYI,
1751,Cyril TOMMASONE,Cyril,TOMMASONE,CYRIL,TOMMASONE,
1752,Michael TONE,Michael,TONE,MICHAEL,TONE,
1753,Kho TONG-YU,Kho,TONG-YU,KHO,TONG-YU,
1754,Brynn TORRY,Brynn,TORRY,BRYNN,TORRY,
1755,Mehdi TOUGUI,Mehdi,TOUGUI,MEHDI,TOUGUI,
1756,Artur TOVMASYAN,Artur,TOVMASYAN,ARTUR,TOVMASYAN,
1757,Aurelie TRAN,Aurelie,TRAN,AURELIE,TRAN,
1758,Tyler TRAN,Tyler,TRAN,TYLER,TRAN,
1759,Dinh Vuong TRAN,Dinh Vuong,TRAN,DINH VUONG,TRAN,
1760,Doan Quynh Nam TRAN,Doan Quynh Nam,TRAN,DOAN QUYNH NAM,TRAN,
1761,Lily TRANFIELD,Lily,TRANFIELD,LILY,TRANFIELD,
1762,Hanna TRAUKOVA,Hanna,TRAUKOVA,HANNA,TRAUKOVA,
1763,Glenn TREBING,Glenn,TREBING,GLENN,TREBING,
1764,Adickxon TREJO,Adickxon,TREJO,ADICKXON GABRIEL,TREJO BASALO,
1765,Adickxon TREJO BASALO,Adickxon,TREJO BASALO,ADICKXON GABRIEL,TREJO BASALO,
1766,Adickxon Gabriel TREJO BASALO,Adickxon Gabriel,TREJO BASALO,ADICKXON GABRIEL,TREJO BASALO,
1767,Teodor TRIFONOV,Teodor,TRIFONOV,TEODOR,TRIFONOV,
1768,Hai Khang TRINH,Hai Khang,TRINH,HAI KHANG,TRINH,
1769,Lucie TRNKOVA,Lucie,TRNKOVA,LUCIE,TRNKOVA,
1770,Maria TRONRUD,Maria,TRONRUD,MARIA,TRONRUD,
1771,Zala TRTNIK,Zala,TRTNIK,ZALA,TRTNIK,
1772,Khanh Van TRUONG,Khanh Van,TRUONG,KHANH VAN,TRUONG,
1773,Ho Sum TSANG,Ho Sum,TSANG,HO SUM,TSANG,
1774,Wei TSENG,Wei,TSENG,WEI-SHENG,TSENG,
1775,Wei Sheng TSENG,Wei Sheng,TSENG,WEI-SHENG,TSENG,
1776,Wei-Sheng TSENG,Wei-Sheng,TSENG,WEI-SHENG,TSENG,
1777,Magdalini TSIORI,Magdalini,TSIORI,MAGDALINI,TSIORI,
1778,Khulan TSOGTSAIKHAN,Khulan,TSOGTSAIKHAN,KHULAN,TSOGTSAIKHAN,
1779,Stefanos TSOLAKIDIS,Stefanos,TSOLAKIDIS,STEFANOS,TSOLAKIDIS,
1780,Ryota TSUMURA,Ryota,TSUMURA,RYOTA,TSUMURA,
1781,Courtney TULLOCH,Courtney,TULLOCH,COURTNEY,TULLOCH,
1782,Andy TURISKI,Andy,TURISKI,ANDY,TURISKI,
1783,Sydney TURNER,Sydney,TURNER,SYDNEY,TURNER,
1784,Sydney Leslie TURNER,Sydney Leslie,TURNER,SYDNEY,TURNER,
1785,Daniel TUYA PEREZ,Daniel,TUYA PEREZ,DANIEL,TUYA PEREZ,
1786,Robert TVOROGAL,Robert,TVOROGAL,ROBERT,TVOROGAL,
1787,Goksu UCTAS SANLI,Goksu,UCTAS SANLI,GOKSU,UCTAS SANLI,
1788,Filip UDE,Filip,UDE,FILIP,UDE,
1789,Matthew UNDERHILL,Matthew,UNDERHILL,MATTHEW,UNDERHILL,
1790,Luciana Sofia UNZUETA HURTADO,Luciana Sofia,UNZUETA HURTADO,LUCIANA SOFIA,UNZUETA HURTADO,
1791,Erich UPTON,Erich,UPTON,ERICH,UPTON,
1792,Vladislava URAZOVA,Vladislava,URAZOVA,VLADISLAVA,URAZOVA,
1793,Brygida URBANSKA,Brygida,URBANSKA,BRYGIDA,URBANSKA,
1794,Elena USAKOVA,Elena,USAKOVA,ELENA,USAKOVA,
1795,Kohane USHIOKU,Kohane,USHIOKU,KOHANE,USHIOKU,
1796,Lisa VAELEN,Lisa,VAELEN,LISA,VAELEN,
1797,Olivia VAETTOE,Olivia,VAETTOE,OLIVIA,VAETTOE,
1798,Favian VALDEZ,Favian,VALDEZ,FAVIAN,VALDEZ,
1799,Johnny Adrian VALENCIA,Johnny Adrian,VALENCIA,JOHNNY,VALENCIA,
1800,Johnny Adrian VALENCIA ZAMBRANO,Johnny Adrian,VALENCIA ZAMBRANO,JOHNNY,VALENCIA,
1801,Yiseth VALENZUELA,Yiseth,VALENZUELA,YISETH,VALENZUELA,
1802,Yiseth Eliana VALENZUELA ASTUDILLO,Yiseth Eliana,VALENZUELA ASTUDILLO,YISETH,VALENZUELA,
1803,Atli Snaer VALGEIRSSON,Atli Snaer,VALGEIRSSON,ATLI SNAER,VALGEIRSSON,
1804,Andres VALVERDE,Andres,VALVERDE,ANDRES,VALVERDE,
1805,POL van,POL,van,POL,VAN,
1806,Vi Luong VAN,Vi Luong,VAN,VI LUONG,VAN,
1807,Nico VAN DEN BOOGAARD,Nico,VAN DEN BOOGAARD,NICO,VAN DEN BOOGAARD,
1808,Luka VAN DEN KEYBUS,Luka,VAN DEN KEYBUS,LUKA,VAN DEN KEYBUS,
1809,Gabriella VAN FRAYEN,Gabriella,VAN FRAYEN,GABRIELLA,VAN FRAYEN,
1810,Shade VAN OORSCHOT,Shade,VAN OORSCHOT,SHADE,VAN OORSCHOT,
1811,Vera VAN POL,Vera,VAN POL,VERA,VAN POL,
1812,Colin VAN WICKLEN,Colin,VAN WICKLEN,COLIN,VAN WICKLEN,
1813,Wong VANESSA,Wong,VANESSA,WONG,VANESSA,
1814,Ryan VANICHTHEERANONT,Ryan,VANICHTHEERANONT,RYAN,VANICHTHEERANONT,
1815,Niccolo VANNUCCHI,Niccolo,VANNUCCHI,NICCOLO,VANNUCCHI,
1816,Kim VANSTROEM,Kim,VANSTROEM,KIM,VANSTROEM,
1817,Kim VANSTROM,Kim,VANSTROM,KIM,VANSTROEM,
1818,Ignacio VARAS,Ignacio,VARAS,IGNACIO,VARAS,
1819,Ignacio Javier VARAS,Ignacio Javier,VARAS,IGNACIO,VARAS,
1820,Sergio VARGAS,Sergio,VARGAS,SERGIO,VARGAS,
1821,Sergio Andres VARGAS RINCON,Sergio Andres,VARGAS RINCON,SERGIO,VARGAS,
1822,Diana VARINSKA,Diana,VARINSKA,DIANA,VARINSKA,
1823,Antti Juhani VARJOLAAKSO,Antti Juhani,VARJOLAAKSO,ANTTI JUHANI,VARJOLAAKSO,
1824,Roman VASHCHENKO,Roman,VASHCHENKO,ROMAN,VASHCHENKO,
1825,Christina VASILOPOULOU,Christina,VASILOPOULOU,CHRISTINA,VASILOPOULOU,
1826,Diana VASQUEZ,Diana,VASQUEZ,DIANA,VASQUEZ,
1827,Diana Stephany VASQUEZ SEOANE,Diana Stephany,VASQUEZ SEOANE,DIANA,VASQUEZ,
1828,David VECSERNYES,David,VECSERNYES,DAVID,VECSERNYES,
1829,Martijn VEER,Martijn,VEER,MARTIJN,DE VEER,
1830,Martijn de VEER,Martijn de,VEER,MARTIJN,DE VEER,
1831,Sanna VEERMAN,Sanna,VEERMAN,SANNA,VEERMAN,
1832,Petar VEFIC,Petar,VEFIC,PETAR,VEFIC,
1833,Jorge VEGA,Jorge,VEGA,JORGE,VEGA LOPEZ,
1834,Jorge VEGA LOPEZ,Jorge,VEGA LOPEZ,JORGE,VEGA LOPEZ,
1835,Pablo VELASQUEZ,Pablo,VELASQUEZ,PABLO NATANAEL,VELASQUEZ CANDRAY,
1836,Pablo Natanael VELASQUEZ CANDRAY,Pablo Natanael,VELASQUEZ CANDRAY,PABLO NATANAEL,VELASQUEZ CANDRAY,
1837,Francisco Ismael VELEZ BELENDEZ,Francisco Ismael,VELEZ BELENDEZ,FRANCISCO ISMAEL,VELEZ BELENDEZ,
1838,Petar VELICKOVIC,Petar,VELICKOVIC,PETAR,VELICKOVIC,
1839,Tara VELLA CLARK,Tara,VELLA CLARK,TARA,VELLA CLARK,
1840,Adria VERA,Adria,VERA,ADRIA,VERA,
1841,Adria VERA MORA,Adria,VERA MORA,ADRIA,VERA,
1842,Joel Gonzalo VERGARA,Joel Gonzalo,VERGARA,JOEL GONZALO,VERGARA,
1843,Jutta VERKEST,Jutta,VERKEST,JUTTA,VERKEST,
1844,Siddharth VERMA,Siddharth,VERMA,SIDDHARTH,VERMA,
1845,Oleg VERNIAIEV,Oleg,VERNIAIEV,OLEG,VERNIAIEV,
1846,Marcia VIDIAUX,Marcia,VIDIAUX,MARCIA,VIDIAUX,
1847,Peter VIDRICKO,Peter,VIDRICKO,PETER,VIDRICKO,
1848,Giorgia VILLA,Giorgia,VILLA,GIORGIA,VILLA,
1849,Daniel VILLAFAÃ‘E,Daniel,VILLAFAÃ‘E,DANIEL,VILLAFANE,
1850,Daniel VILLAFANE,Daniel,VILLAFANE,DANIEL,VILLAFANE,
1851,Daniel Angel VILLAFANE,Daniel Angel,VILLAFANE,DANIEL,VILLAFANE,
1852,Claudia VILLALBA,Claudia,VILLALBA,CLAUDIA,VILLALBA,
1853,Yohendry VILLAVERDE,Yohendry,VILLAVERDE,YOHENDRY,VILLAVERDE,
1854,Yohendry VILLAVERDE MEDEROS,Yohendry,VILLAVERDE MEDEROS,YOHENDRY,VILLAVERDE,
1855,Maria VILLEGAS,Maria,VILLEGAS,MARIA,VILLEGAS,
1856,Andres VILLEGAS,Andres,VILLEGAS,ANDRES,VILLEGAS,
1857,Maria Jose VILLEGAS JIMENEZ,Maria Jose,VILLEGAS JIMENEZ,MARIA,VILLEGAS,
1858,Felipe VILLEGAS ROBLES,Felipe,VILLEGAS ROBLES,FELIPE,VILLEGAS ROBLES,
1859,Karma VISAGIE,Karma,VISAGIE,KARMA,VISAGIE,
1860,Naomi VISSER,Naomi,VISSER,NAOMI,VISSER,
1861,Jakov VLAHEK,Jakov,VLAHEK,JAKOV,VLAHEK,
1862,Alice VLKOVA,Alice,VLKOVA,ALICE,VLKOVA,
1863,Tisha VOLLEMAN,Tisha,VOLLEMAN,TISHA,VOLLEMAN,
1864,Tisha Manouk Gijs VOLLEMAN,Tisha Manouk Gijs,VOLLEMAN,TISHA,VOLLEMAN,
1865,Sarah VOSS,Sarah,VOSS,SARAH,VOSS,
1866,Agata VOSTRUCHOVAITE,Agata,VOSTRUCHOVAITE,AGATA,VOSTRUCHOVAITE,
1867,Elisabeth WAGNER,Elisabeth,WAGNER,ELISABETH,WAGNER,
1868,Elel WAHRMANN BAKER,Elel,WAHRMANN BAKER,ELEL,WAHRMANN BAKER,
1869,Elel Diliza WAHRMANN BAKER,Elel Diliza,WAHRMANN BAKER,ELEL,WAHRMANN BAKER,
1870,Kyle WALCHUK,Kyle,WALCHUK,KYLE,WALCHUK,
1871,Cailen WALKER,Cailen,WALKER,CAILEN,WALKER,
1872,Colt WALKER,Colt,WALKER,COLT,WALKER,
1873,Paityn WALKER,Paityn,WALKER,PAITYN,WALKER,
1874,Zhi WANG,Zhi,WANG,ZHI,WANG,
1875,Kim WANSTRÃ–M,Kim,WANSTRÃ–M,KIM,VANSTROEM,
1876,Nate WARREN,Nate,WARREN,NATE,WARREN,
1877,Lea WARTMANN,Lea,WARTMANN,LEA,WARTMANN,
1878,Hazuki WATANABE,Hazuki,WATANABE,HAZUKI,WATANABE,
1879,TanigawaÂ  WATARU,TanigawaÂ ,WATARU,TANIGAWA,WATARU,
1880,Hannah WAYMAN,Hannah,WAYMAN,HANNAH,WAYMAN,
1881,Xiaoyuan WEI,Xiaoyuan,WEI,XIAOYUAN,WEI,
1882,David WEIR,David,WEIR,DAVID,WEIR,
1883,Rachel Yeoh Li WEN,Rachel Yeoh Li,WEN,RACHEL YEOH LI,WEN,
1884,Evan WENSTAD,Evan,WENSTAD,EVAN,WENSTAD,
1885,Emelie WESTLUND,Emelie,WESTLUND,EMELIE,WESTLUND,
1886,Nathalie WESTLUND,Nathalie,WESTLUND,NATHALIE,WESTLUND,
1887,Sanne WEVERS,Sanne,WEVERS,SANNE,WEVERS,
1888,Lieke WEVERS,Lieke,WEVERS,LIEKE,WEVERS,
1889,Emily WHITEHEAD,Emily,WHITEHEAD,EMILY,WHITEHEAD,
1890,Luke WHITEHOUSE,Luke,WHITEHOUSE,LUKE,WHITEHOUSE,
1891,Max WHITLOCK,Max,WHITLOCK,MAX,WHITLOCK,
1892,Max WHITLOCK OBE,Max,WHITLOCK OBE,MAX,WHITLOCK,
1893,Donnell WHITTENBURG,Donnell,WHITTENBURG,DONNELL,WHITTENBURG,
1894,Harald WIBYE,Harald,WIBYE,HARALD,WIBYE,
1895,Anina WILDI,Anina,WILDI,ANINA,WILDI,
1896,Joshua Jack WILLIAMS,Joshua Jack,WILLIAMS,JOSHUA JACK,WILLIAMS,
1897,Jennifer WILLIAMS,Jennifer,WILLIAMS,JENNIFER,WILLIAMS,
1898,Joshua Jack WILLIAMS MEEHAN,Joshua Jack,WILLIAMS MEEHAN,JOSHUA JACK,WILLIAMS,
1899,Harriet WINGROVE,Harriet,WINGROVE,HARRIET,WINGROVE,
1900,Shane WISKUS,Shane,WISKUS,SHANE,WISKUS,
1901,Shane Michael WISKUS,Shane Michael,WISKUS,SHANE,WISKUS,
1902,Natalie WOLFGANG,Natalie,WOLFGANG,NATALIE,WOLFGANG,
1903,Chun Hei Vincent WONG,Chun Hei Vincent,WONG,CHUN HEI VINCENT,WONG,
1904,Hiu Ying WONG,Hiu Ying,WONG,HIU YING ANGEL,WONG,
1905,Hiu Ying Angel WONG,Hiu Ying Angel,WONG,HIU YING ANGEL,WONG,
1906,Leanne WONG,Leanne,WONG,LEANNE,WONG,
1907,Rose WOO,Rose,WOO,ROSE,WOO,
1908,Poppy WOODHEAD,Poppy,WOODHEAD,POPPY,WOODHEAD,
1909,Kelise WOOLFORD,Kelise,WOOLFORD,KELISE,WOOLFORD,
1910,Jessica WRIGHT,Jessica,WRIGHT,JESSICA,WRIGHT,
1911,Tilly WRIGHT,Tilly,WRIGHT,TILLY,WRIGHT,
1912,Filip WRONSKI,Filip,WRONSKI,FILIP,WRONSKI,
1913,Ran WU,Ran,WU,RAN,WU,
1914,Anny WU,Anny,WU,ANNY,WU,
1915,Sing WU,Sing,WU,SING-FEN,WU,
1916,Sing Fen WU,Sing Fen,WU,SING-FEN,WU,
1917,Ruoteng XIAO,Ruoteng,XIAO,RUOTENG,XIAO,
1918,RuotengÂ  XIAO,RuotengÂ ,XIAO,RUOTENG,XIAO,
1919,Chiharu YAMADA,Chiharu,YAMADA,CHIHARU,YAMADA,
1920,Nanami YAMAMOTO,Nanami,YAMAMOTO,NANAMI,YAMAMOTO,
1921,Jiaxing YANG,Jiaxing,YANG,JIAXING,YANG,
1922,Emma YAP,Emma,YAP,EMMA,YAP,
1923,Emma En Lin YAP,Emma En Lin,YAP,EMMA,YAP,
1924,Darya YASSINSKAYA,Darya,YASSINSKAYA,DARYA,YASSINSKAYA,
1925,Tucker YASUNAGA,Tucker,YASUNAGA,TUCKER,YASUNAGA,
1926,Nick YEATTS,Nick,YEATTS,NICK,YEATTS,
1927,Cheng YEH,Cheng,YEH,CHENG,YEH,
1928,Seojeong YEO,Seojeong,YEO,SEOJEONG,YEO,
1929,Li Wen YEOH,Li Wen,YEOH,LI WEN,YEOH,
1930,Li Wen Rachel YEOH,Li Wen Rachel,YEOH,LI WEN,YEOH,
1931,Korkem YERBOSSYNKYZY,Korkem,YERBOSSYNKYZY,KORKEM,YERBOSSYNKYZY,
1932,Korkem YEROBSSYNKYZY,Korkem,YEROBSSYNKYZY,KORKEM,YERBOSSYNKYZY,
1933,Bengisu YILDIZ,Bengisu,YILDIZ,BENGISU,YILDIZ,
1934,Hamza YILMAZ,Hamza,YILMAZ,HAMZA,YILMAZ,
1935,Dehang YIN,Dehang,YIN,DEHANG,YIN,
1936,Ignacio YOCKERS,Ignacio,YOCKERS,IGNACIO,YOCKERS,
1937,YONEKURA,,YONEKURA,HIDENOBU,YONEKURA,
1938,Motomu YOSHIDA,Motomu,YOSHIDA,MOTOMU,YOSHIDA,
1939,Hao YOU,Hao,YOU,HAO,YOU,
1940,Khoi YOUNG,Khoi,YOUNG,KHOI,YOUNG,
1941,Khoi Alexander YOUNG,Khoi Alexander,YOUNG,KHOI,YOUNG,
1942,Mohamed Amine YOUSFI,Mohamed Amine,YOUSFI,MOHAMED AMINE,YOUSFI,
1943,Linmin YU,Linmin,YU,LINMIN,YU,
1944,Kenya YUASA,Kenya,YUASA,KENYA,YUASA,
1945,Tan Ing YUEH,Tan Ing,YUEH,TAN ING,YUEH,
1946,Carlos YULO,Carlos,YULO,CARLOS EDRIEL,YULO,
1947,Carlos Edriel YULO,Carlos Edriel,YULO,CARLOS EDRIEL,YULO,
1948,Boeun YUN,Boeun,YUN,BOEUN,YUN,
1949,Jin-seongÂ  YUN,Jin-seongÂ ,YUN,JINSEONG,YUN,
1950,Jinseong YUN,Jinseong,YUN,JINSEONG,YUN,
1951,Eddy YUSOF,Eddy,YUSOF,EDDY,YUSOF,
1952,Ali ZAHRAN,Ali,ZAHRAN,ALI,ZAHRAN,
1953,Sam ZAKUTNEY,Sam,ZAKUTNEY,SAMUEL,ZAKUTNEY,
1954,Samuel ZAKUTNEY,Samuel,ZAKUTNEY,SAMUEL,ZAKUTNEY,
1955,Daniel ZANDER,Daniel,ZANDER,DANIEL,ZANDER,
1956,Arthur ZANETTI,Arthur,ZANETTI,ARTHUR,ZANETTI,
1957,Rayderley ZAPATA,Rayderley,ZAPATA,RAYDERLEY,ZAPATA,
1958,Oliver ZAVEL,Oliver,ZAVEL,OLIVER,ZAVEL,
1959,Gavin ZBOROWSKI,Gavin,ZBOROWSKI,GAVIN,ZBOROWSKI,
1960,Uri ZEIDEL,Uri,ZEIDEL,URI,ZEIDEL,
1961,Lexi ZEISS,Lexi,ZEISS,LEXI,ZEISS,
1962,Tina ZELCIC,Tina,ZELCIC,TINA,ZELCIC,
1963,Boheng ZHANG,Boheng,ZHANG,BOHENG,ZHANG,
1964,BohengÂ  ZHANG,BohengÂ ,ZHANG,BOHENG,ZHANG,
1965,Jin ZHANG,Jin,ZHANG,JIN,ZHANG,
1966,Qingying ZHANG,Qingying,ZHANG,QINGYING,ZHANG,
1967,Xinyi ZHANG,Xinyi,ZHANG,XINYI,ZHANG,
1968,Yaqin ZHOU,Yaqin,ZHOU,YAQIN,ZHOU,
1969,Alicia ZHOU,Alicia,ZHOU,ALICIA,ZHOU,
1970,Aiyu ZHU,Aiyu,ZHU,AIYU,ZHU,
1971,Kristina ZIVADINOVIC,Kristina,ZIVADINOVIC,KRISTINA,ZIVADINOVIC,
1972,Bozhidar ZLATANOV,Bozhidar,ZLATANOV,BOZHIDAR,ZLATANOV,
1973,Evandra ZLOBEC,Evandra,ZLOBEC,EVANDRA,ZLOBEC,
1974,Jim ZONA,Jim,ZONA,JIM,ZONA,
1975,Maya ZONNEVELD,Maya,ZONNEVELD,MAYA,ZONNEVELD,
1976,Jingyuan ZOU,Jingyuan,ZOU,JINGYUAN,ZOU,
1977,Nabil ZOUHAIR,Nabil,ZOUHAIR,NABIL,ZOUHAIR,
1978,Mateo ZUGEC,Mateo,ZUGEC,MATEO,ZUGEC,
1979,Luqman Al Hafiz ZULFA,Luqman Al Hafiz,ZULFA,LUQMAN AL HAFIZ,ZULFA,
1980,Tong ZUO,Tong,ZUO,TONG,ZUO,
1981,Christina ZWICKER,Christina,ZWICKER,CHRISTINA,ZWICKER,
